object_path,program_name,insn_cnt,num_sites,cmov_sites,wide_sites,rotate_sites,lea_sites,extract_sites,bitfield_sites,zero_ext_sites,endian_sites,branch_flip_sites,scan_time_ns_median,scan_time_ms_median,scan_times_ns_json
/home/yunwei37/workspace/bpf-benchmark/micro/programs/alu32_64_pingpong.bpf.o,alu32_64_pingpong_xdp,148,4,0,3,1,0,0,0,0,0,0,4574754,4.574754,"[4786673, 4417277, 4516733, 4605008, 4587267, 4612408, 4595569, 4574754, 4531685, 4533371, 4478058]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/binary_search.bpf.o,binary_search_xdp,180,3,1,2,0,0,0,0,0,0,0,5218360,5.21836,"[5087117, 5165909, 5200909, 5278623, 5175009, 5212316, 5427732, 5218360, 5244696, 5237868, 5221842]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/bitcount.bpf.o,bitcount_xdp,130,2,0,2,0,0,0,0,0,0,0,4302082,4.302082,"[4392452, 4340728, 4302082, 4273088, 4380093, 4219980, 4232505, 4276421, 4225703, 4409533, 4412839]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/bitfield_extract.bpf.o,bitfield_extract_xdp,247,11,0,2,0,0,9,9,0,0,0,6332751,6.332751,"[6293360, 6422251, 6435075, 6225537, 6332751, 6356347, 6216898, 6538506, 6291838, 6331823, 6509444]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/bounds_check_heavy.bpf.o,bounds_check_heavy_xdp,699,14,0,13,0,0,1,1,0,0,0,14491464,14.491464,"[14649289, 14529188, 14491464, 14443001, 14584699, 14328428, 14301575, 14935313, 14234614, 15539827, 14463583]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/bounds_ladder.bpf.o,bounds_ladder_xdp,180,4,2,2,0,0,0,0,0,0,0,5016576,5.016576,"[5090562, 4958550, 5016576, 4995393, 5036482, 5022461, 5054427, 4971162, 4876501, 4953846, 5038344]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/bpf_call_chain.bpf.o,bpf_call_chain_xdp,112,3,1,2,0,0,0,0,0,0,0,3889572,3.889572,"[3889572, 3994137, 3813656, 3845412, 4318887, 3854527, 3959931, 3817702, 3888638, 3895156, 4024683]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/branch_dense.bpf.o,branch_dense_xdp,177,7,1,2,0,0,0,0,0,0,4,4350146,4.350146,"[4296226, 4392319, 4359383, 4369883, 4484583, 4279464, 4350146, 4334511, 4285938, 4322501, 4382600]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/branch_fanout_32.bpf.o,branch_fanout_32_xdp,423,9,0,1,8,0,0,0,0,0,0,9210143,9.210143,"[9290343, 9035777, 9210143, 9224366, 9201953, 9111780, 9323672, 9232187, 9243478, 9140721, 9062695]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/branch_layout.bpf.o,branch_layout_xdp,95,2,0,2,0,0,0,0,0,0,0,3648808,3.648808,"[3703414, 3565773, 3733281, 3685579, 3551436, 3564750, 3641424, 3579147, 3653165, 3648808, 3744274]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/cgroup_hash_chain.bpf.o,cgroup_hash_chain_prog,117,2,0,2,0,0,0,0,0,0,0,4083991,4.083991,"[4029392, 4168075, 4131523, 4081122, 4092760, 4085819, 4109572, 4083991, 4025375, 4007804, 4074954]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/checksum.bpf.o,checksum_xdp,98,2,0,2,0,0,0,0,0,0,0,3731420,3.73142,"[3722047, 3771865, 3737224, 3770297, 3776626, 3731420, 3786887, 3691535, 3676581, 3696945, 3629245]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/cmov_dense.bpf.o,cmov_dense_xdp,607,58,32,0,26,0,0,0,0,0,0,10228401,10.228401,"[10251627, 10101873, 10259915, 10191901, 10228401, 10204312, 10130071, 10409545, 10862032, 10225977, 10426052]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/cmov_select.bpf.o,cmov_select_xdp,530,10,0,6,4,0,0,0,0,0,0,11337843,11.337843,"[11764527, 11063438, 11307810, 11337843, 11238354, 11497311, 11878012, 11443075, 11298728, 11321280, 11926457]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/code_clone_2.bpf.o,code_clone_2_xdp,114,2,0,1,1,0,0,0,0,0,0,4122561,4.122561,"[4410978, 4122561, 4104192, 4080668, 4059842, 4009386, 4126696, 4171979, 4124519, 4032515, 4198305]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/code_clone_8.bpf.o,code_clone_8_xdp,184,3,0,1,2,0,0,0,0,0,0,5355352,5.355352,"[5305714, 5277016, 5413432, 5355352, 5251870, 5322634, 5287077, 5587922, 5371069, 5395801, 5517415]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/const_fold_chain.bpf.o,const_fold_chain_xdp,128,2,0,2,0,0,0,0,0,0,0,4430504,4.430504,"[4592081, 4435086, 4531088, 4534710, 4223487, 4367684, 4446525, 4329644, 4381335, 4430504, 4414511]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/deep_guard_tree_8.bpf.o,deep_guard_tree_8_xdp,147,2,0,2,0,0,0,0,0,0,0,4756815,4.756815,"[4807982, 4770159, 4720811, 4693593, 4914294, 4701804, 4845122, 4604134, 4668329, 4824499, 4756815]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/dep_chain_long.bpf.o,dep_chain_long_xdp,104,2,0,2,0,0,0,0,0,0,0,3925461,3.925461,"[3993908, 4090129, 4011257, 3821218, 3925461, 3948414, 4052256, 3920601, 3835125, 3830864, 3765378]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/dep_chain_short.bpf.o,dep_chain_short_xdp,104,2,0,2,0,0,0,0,0,0,0,3868085,3.868085,"[3817659, 3928943, 3863182, 4019488, 3948911, 3856075, 3866411, 3848405, 3968968, 3902732, 3868085]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/fibonacci_iter.bpf.o,fibonacci_iter_xdp,97,4,0,4,0,0,0,0,0,0,0,3614703,3.614703,"[3647865, 3436916, 3614703, 3802535, 3620318, 3582367, 3537379, 3659393, 3752262, 3592056, 3587958]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/fibonacci_iter_packet.bpf.o,fibonacci_iter_packet_xdp,97,4,0,4,0,0,0,0,0,0,0,3577001,3.577001,"[3610573, 3614544, 3482630, 3576629, 3603113, 3538171, 3489026, 3562223, 3577001, 3625640, 3654373]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/fixed_loop_large.bpf.o,fixed_loop_large_xdp,110,4,0,3,1,0,0,0,0,0,0,3978956,3.978956,"[3912299, 3978956, 3977426, 4002206, 4050726, 3856140, 4013186, 3984457, 4009902, 3934369, 3904416]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/fixed_loop_small.bpf.o,fixed_loop_small_xdp,108,4,0,3,1,0,0,0,0,0,0,3829643,3.829643,"[3905701, 3803984, 3734570, 3887117, 3829643, 3842780, 3911015, 3723183, 3767370, 3732746, 3926144]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/imm64_storm.bpf.o,imm64_storm_xdp,1705,68,0,4,64,0,0,0,0,0,0,31150247,31.150247,"[30412281, 31150247, 32138965, 31682940, 31962736, 30659656, 30794003, 31277048, 30617596, 30891918, 31746311]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/large_mixed_1000.bpf.o,large_mixed_1000_xdp,1008,16,0,1,7,0,0,0,0,0,8,19486348,19.486348,"[20327413, 20175534, 19486348, 19785060, 19121298, 19539853, 19525780, 19386420, 19403845, 19013995, 19441379]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/large_mixed_500.bpf.o,large_mixed_500_xdp,548,11,0,1,7,0,0,0,0,0,3,11628276,11.628276,"[11797155, 11531871, 11445374, 11636712, 11741530, 12022784, 11322043, 11373182, 11588561, 11628276, 11762930]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/load_byte.bpf.o,load_byte_xdp,74,2,0,2,0,0,0,0,0,0,0,3400054,3.400054,"[3621984, 3425654, 3486957, 3400054, 3646217, 3429383, 3369409, 3387543, 3359247, 3380731, 3184880]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/load_byte_recompose.bpf.o,load_byte_recompose_xdp,83,1,0,1,0,0,0,0,0,0,0,3506379,3.506379,"[3554401, 3510799, 3504727, 3669431, 3736030, 3420398, 3426274, 3482461, 3506379, 3475675, 3510529]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/load_native_u64.bpf.o,load_native_u64_xdp,51,0,0,0,0,0,0,0,0,0,0,2942131,2.942131,"[3046995, 3047019, 2934459, 2904318, 3039157, 2979374, 2861967, 2982846, 2920719, 2936656, 2942131]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/load_word32.bpf.o,load_word32_xdp,68,2,0,2,0,0,0,0,0,0,0,3201693,3.201693,"[3201693, 3379328, 3213700, 3306021, 3113635, 3118618, 3197260, 3167142, 3250149, 3272232, 3149556]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/local_call_fanout.bpf.o,local_call_fanout_xdp,120,3,0,3,0,0,0,0,0,0,0,4131068,4.131068,"[4202467, 4327880, 4076029, 4287804, 4131782, 4018192, 4090922, 4097976, 3983142, 4131068, 4283717]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/log2_fold.bpf.o,log2_fold_xdp,127,11,8,3,0,0,0,0,0,0,0,3846541,3.846541,"[3982245, 4448324, 4220864, 3846541, 3958219, 3835154, 3815712, 3842616, 3764872, 3861994, 3739359]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/mega_basic_block_2048.bpf.o,mega_basic_block_2048_xdp,13777,520,0,8,512,0,0,0,0,0,0,181325239,181.325239,"[181900329, 181325239, 181534300, 181168738, 184346532, 179934199, 180434136, 178908963, 180441378, 183333123, 183932016]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/memcmp_prefix_64.bpf.o,memcmp_prefix_64_xdp,139,4,0,1,3,0,0,0,0,0,0,4391095,4.391095,"[4553910, 4472061, 4431430, 4334498, 4349622, 4360013, 4306803, 4459724, 4547255, 4391095, 4327518]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/memory_pair_sum.bpf.o,memory_pair_sum_xdp,78,2,0,2,0,0,0,0,0,0,0,3315675,3.315675,"[3254564, 3360549, 3395531, 3424749, 3414445, 3334485, 3300979, 3247154, 3190249, 3315675, 3284221]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/mixed_alu_mem.bpf.o,mixed_alu_mem_xdp,267,3,0,1,0,0,2,2,0,0,0,7214966,7.214966,"[7016453, 6864401, 6957392, 7328695, 7149518, 6987564, 7295069, 7214966, 7367226, 7810000, 7599254]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/multi_acc_4.bpf.o,multi_acc_4_xdp,128,3,0,2,0,1,0,0,0,0,0,4302005,4.302005,"[4415684, 4381515, 4268871, 4398127, 4470530, 4451924, 4181156, 4160784, 4302005, 4194764, 4066290]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/multi_acc_8.bpf.o,multi_acc_8_xdp,202,4,0,2,0,2,0,0,0,0,0,5682917,5.682917,"[5518155, 5639647, 5693274, 5873740, 5890125, 5648331, 5591991, 5682917, 5696813, 5637346, 5750680]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/nested_loop_2.bpf.o,nested_loop_2_xdp,154,3,0,3,0,0,0,0,0,0,0,4798186,4.798186,"[4887708, 4709902, 4629575, 4926422, 4882926, 4880299, 4771614, 4798186, 4854332, 4738090, 4716320]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/nested_loop_3.bpf.o,nested_loop_3_xdp,221,3,0,3,0,0,0,0,0,0,0,6055885,6.055885,"[6067409, 8080757, 6007659, 5852918, 6141222, 6101220, 5994428, 6055885, 5924793, 5797715, 6083207]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/packet_parse.bpf.o,packet_parse_xdp,108,5,0,5,0,0,0,0,0,0,0,3738740,3.73874,"[3683582, 3803140, 3799669, 3641547, 3711027, 3655279, 3739480, 3792436, 3733581, 3769577, 3738740]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/packet_parse_vlans_tcpopts.bpf.o,packet_parse_vlans_tcpopts_xdp,232,7,0,6,0,0,1,1,0,0,0,5989312,5.989312,"[6148217, 5934714, 6113133, 5989312, 6030258, 5860106, 6074561, 6111696, 5984304, 5849733, 5984530]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/packet_redundant_bounds.bpf.o,packet_redundant_bounds_xdp,163,8,0,8,0,0,0,0,0,0,0,4610393,4.610393,"[4533269, 4564710, 4507530, 4686388, 4462343, 4678770, 4614447, 4669153, 4716104, 4541578, 4610393]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/packet_rss_hash.bpf.o,packet_rss_hash_xdp,261,13,0,2,11,0,0,0,0,0,0,5853408,5.853408,"[5939903, 6185544, 5853408, 5866581, 5882080, 5951101, 5699511, 5827038, 5819394, 5791291, 5845144]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/rotate64_hash.bpf.o,rotate64_hash_xdp,992,123,0,7,116,0,0,0,0,0,0,12651885,12.651885,"[12647271, 12669273, 12702576, 12423044, 12626735, 12607579, 12965666, 12651885, 12505478, 13366403, 12840995]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/simple.bpf.o,simple_xdp,24,0,0,0,0,0,0,0,0,0,0,2521459,2.521459,"[2638893, 2594662, 2522760, 2666781, 2759555, 2516478, 2391606, 2387073, 2449890, 2407343, 2521459]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/simple_packet.bpf.o,simple_packet_xdp,21,0,0,0,0,0,0,0,0,0,0,2348966,2.348966,"[2368319, 2334149, 2462953, 2264441, 2368638, 2348067, 2211476, 2401790, 2401385, 2348966, 2302305]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/smallmul_strength_reduce.bpf.o,smallmul_strength_reduce_xdp,127,2,0,2,0,0,0,0,0,0,0,4336322,4.336322,"[4498436, 4336322, 4392227, 4369954, 4113802, 4329768, 4356787, 4262796, 4270334, 4403951, 4312468]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/spill_pressure.bpf.o,spill_pressure_xdp,200,2,0,2,0,0,0,0,0,0,0,5618600,5.6186,"[5618600, 5820411, 5646297, 5707115, 5531160, 5613112, 5518709, 5452210, 5641351, 5643451, 5594345]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/stride_load_16.bpf.o,stride_load_16_xdp,103,3,0,2,0,1,0,0,0,0,0,3809988,3.809988,"[3912140, 3770118, 3809988, 3812801, 3723328, 3771542, 3820563, 3839359, 3719558, 3850706, 3769752]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/stride_load_4.bpf.o,stride_load_4_xdp,103,3,0,2,0,1,0,0,0,0,0,3851176,3.851176,"[3755127, 3899360, 3851176, 3849524, 3835278, 3957500, 3744919, 3801442, 3872465, 4320721, 4023963]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/struct_field_cluster.bpf.o,struct_field_cluster_xdp,93,0,0,0,0,0,0,0,0,0,0,3868746,3.868746,"[4018831, 3797708, 4017793, 4002094, 3801692, 3868746, 3779991, 3981784, 3707870, 3963929, 3656860]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/switch_dispatch.bpf.o,switch_dispatch_xdp,321,3,1,2,0,0,0,0,0,0,0,7961375,7.961375,"[7790136, 7768492, 7984845, 7759528, 7815456, 8210501, 8199074, 8404464, 7961375, 7762616, 8051629]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/tc_bitcount.bpf.o,tc_bitcount_prog,115,2,0,2,0,0,0,0,0,0,0,4041426,4.041426,"[4277958, 4155932, 4102201, 4104011, 4073034, 4015225, 4041426, 4028954, 4017581, 4020167, 3974721]"
/home/yunwei37/workspace/bpf-benchmark/micro/programs/tc_checksum.bpf.o,tc_checksum_prog,84,2,0,2,0,0,0,0,0,0,0,3418626,3.418626,"[3479118, 3531886, 3418393, 3497637, 3336530, 3317529, 3459560, 3418626, 3479767, 3374216, 3276933]"
